date,branch,sweet_name,selling_price,quantity_kg,cost_per_kg
2025-09-07,Malleswaram,Special Mysore Paak,₹870.00,7.0,500.0
2025-09-29,Jayanagar,Kaju Katli,"₹1,276.00",2.0,800.0
2025-02-21,Jayanagar,Chandrakala,₹819.00,13.0,400.0
2025-05-19,Jayanagar,Motichoor Laddu,₹876.00,13.0,450.0
2025-06-12,Malleswaram,Kaju Katli,"₹1,276.00",12.0,800.0
2025-01-19,Indiranagar,Motichoor Laddu,₹876.00,4.0,450.0
2025-06-26,Jayanagar,Special Mysore Paak,₹870.00,2.0,500.0
2025-07-05,Indiranagar,Chandrakala,₹819.00,6.0,400.0
2025-03-27,Indiranagar,Special Mysore Paak,₹870.00,10.0,500.0
2025-11-27,Indiranagar,Special Mysore Paak,₹870.00,11.0,500.0
2025-08-14,Malleswaram,Special Mysore Paak,₹870.00,11.0,500.0
2025-05-10,Indiranagar,Kaju Katli,"₹1,276.00",11.0,800.0
2025-10-09,Indiranagar,Special Mysore Paak,₹870.00,1.0,500.0
2025-04-26,Indiranagar,Dry Fruit Mixture,₹933.00,12.0,600.0
2025-07-25,Indiranagar,Chandrakala,₹819.00,8.0,400.0
2025-05-15,Malleswaram,Chandrakala,₹819.00,11.0,400.0
2025-01-31,Jayanagar,Chandrakala,₹819.00,9.0,400.0
2025-09-16,Jayanagar,Special Mysore Paak,₹870.00,15.0,500.0
2025-10-28,Jayanagar,Special Mysore Paak,₹870.00,15.0,500.0
2025-04-27,Indiranagar,Special Mysore Paak,₹870.00,4.0,500.0
2025-12-07,Malleswaram,Special Mysore Paak,₹870.00,12.0,500.0
2025-01-15,Malleswaram,Chandrakala,₹819.00,3.0,400.0
2025-01-23,Jayanagar,Dry Fruit Mixture,₹933.00,6.0,600.0
2025-04-21,Malleswaram,Dry Fruit Mixture,₹933.00,6.0,600.0
2025-09-06,Indiranagar,Dry Fruit Mixture,₹933.00,14.0,600.0
2025-12-13,Indiranagar,Dry Fruit Mixture,₹933.00,6.0,600.0
2025-04-21,Indiranagar,Chandrakala,₹819.00,9.0,400.0
2025-01-04,Malleswaram,Motichoor Laddu,₹876.00,11.0,450.0
2025-08-19,Malleswaram,Dry Fruit Mixture,₹933.00,3.0,600.0
2025-03-22,Indiranagar,Dry Fruit Mixture,₹933.00,15.0,600.0
2025-04-24,Jayanagar,Dry Fruit Mixture,₹933.00,5.0,600.0
2025-09-01,Indiranagar,Chandrakala,₹819.00,15.0,400.0
2025-01-18,Indiranagar,Chandrakala,₹819.00,7.0,400.0
2025-11-22,Jayanagar,Kaju Katli,"₹1,276.00",7.0,800.0
2025-04-30,Jayanagar,Dry Fruit Mixture,₹933.00,14.0,600.0
2025-07-07,Indiranagar,Chandrakala,₹819.00,1.0,400.0
2025-04-08,Indiranagar,Motichoor Laddu,₹876.00,8.0,450.0
2025-04-19,Indiranagar,Motichoor Laddu,₹876.00,8.0,450.0
2025-07-13,Malleswaram,Dry Fruit Mixture,₹933.00,7.0,600.0
2025-04-28,Malleswaram,Special Mysore Paak,₹870.00,2.0,500.0
2025-01-29,Indiranagar,Kaju Katli,"₹1,276.00",4.0,800.0
2025-09-04,Malleswaram,Chandrakala,₹819.00,3.0,400.0
2025-01-29,Malleswaram,Motichoor Laddu,₹876.00,11.0,450.0
2025-10-20,Jayanagar,Special Mysore Paak,₹870.00,5.0,500.0
2025-01-11,Jayanagar,Special Mysore Paak,₹870.00,10.0,500.0
2025-12-19,Jayanagar,Special Mysore Paak,₹870.00,10.0,500.0
2025-10-07,Jayanagar,Chandrakala,₹819.00,14.0,400.0
2025-06-13,Indiranagar,Special Mysore Paak,₹870.00,12.0,500.0
2025-03-11,Jayanagar,Special Mysore Paak,₹870.00,5.0,500.0
2025-02-06,,Dry Fruit Mixture,₹933.00,9.0,600.0
2025-10-10,Indiranagar,Kaju Katli,"₹1,276.00",6.0,800.0
2025-03-16,Jayanagar,Kaju Katli,"₹1,276.00",7.0,800.0
2025-07-23,Indiranagar,Chandrakala,₹819.00,1.0,400.0
2025-04-09,Indiranagar,Kaju Katli,"₹1,276.00",1.0,800.0
2025-01-07,,Kaju Katli,"₹1,276.00",10.0,800.0
2025-09-04,Malleswaram,Dry Fruit Mixture,₹933.00,8.0,600.0
2025-02-08,Malleswaram,Kaju Katli,"₹1,276.00",,800.0
2025-06-07,Malleswaram,Dry Fruit Mixture,₹933.00,14.0,600.0
2025-10-29,Malleswaram,Dry Fruit Mixture,₹933.00,7.0,600.0
2025-04-01,Jayanagar,Chandrakala,₹819.00,15.0,400.0
2025-09-04,Jayanagar,Motichoor Laddu,₹876.00,11.0,450.0
2025-04-24,Jayanagar,Chandrakala,₹819.00,6.0,400.0
2025-03-22,Jayanagar,Chandrakala,₹819.00,5.0,400.0
2025-10-29,Jayanagar,Chandrakala,₹819.00,7.0,400.0
2025-01-22,Jayanagar,Dry Fruit Mixture,₹933.00,7.0,600.0
2025-10-26,Malleswaram,Chandrakala,₹819.00,4.0,400.0
2025-06-05,Jayanagar,Motichoor Laddu,₹876.00,2.0,450.0
2025-12-05,Malleswaram,Special Mysore Paak,₹870.00,4.0,500.0
2025-11-16,Indiranagar,Kaju Katli,"₹1,276.00",4.0,800.0
2025-06-03,Jayanagar,Special Mysore Paak,₹870.00,10.0,500.0
2025-03-17,Jayanagar,Special Mysore Paak,₹870.00,15.0,500.0
2025-06-26,Jayanagar,Kaju Katli,"₹1,276.00",2.0,800.0
2025-09-27,Jayanagar,Chandrakala,₹819.00,14.0,400.0
2025-09-05,Malleswaram,Special Mysore Paak,₹870.00,11.0,500.0
2025-02-26,Malleswaram,Motichoor Laddu,₹876.00,15.0,450.0
2025-08-19,Jayanagar,Chandrakala,₹819.00,10.0,400.0
2025-04-06,Indiranagar,Special Mysore Paak,₹870.00,10.0,500.0
2025-04-21,Jayanagar,Dry Fruit Mixture,₹933.00,3.0,600.0
2025-06-07,Jayanagar,Motichoor Laddu,₹876.00,7.0,450.0
2025-05-12,Indiranagar,Dry Fruit Mixture,₹933.00,1.0,600.0
2025-11-27,Malleswaram,Kaju Katli,"₹1,276.00",7.0,800.0
2025-10-04,Malleswaram,Chandrakala,₹819.00,15.0,400.0
2025-04-07,Indiranagar,Dry Fruit Mixture,₹933.00,15.0,600.0
2025-04-04,Indiranagar,Special Mysore Paak,₹870.00,,500.0
2025-06-03,Jayanagar,Special Mysore Paak,₹870.00,12.0,500.0
2025-11-18,Malleswaram,Dry Fruit Mixture,₹933.00,15.0,600.0
2025-02-08,Malleswaram,Chandrakala,₹819.00,2.0,400.0
2025-10-29,,Dry Fruit Mixture,₹933.00,15.0,600.0
2025-08-30,Malleswaram,Dry Fruit Mixture,₹933.00,4.0,600.0
2025-09-10,Indiranagar,Dry Fruit Mixture,₹933.00,,600.0
2025-01-30,Malleswaram,Motichoor Laddu,₹876.00,7.0,450.0
2025-12-24,Indiranagar,Dry Fruit Mixture,₹933.00,13.0,600.0
2025-02-28,Jayanagar,Kaju Katli,"₹1,276.00",11.0,800.0
2025-04-17,Indiranagar,Special Mysore Paak,₹870.00,,500.0
2025-08-17,Indiranagar,Chandrakala,₹819.00,3.0,400.0
2025-06-09,Jayanagar,Motichoor Laddu,₹876.00,11.0,450.0
2025-08-23,Indiranagar,Special Mysore Paak,₹870.00,9.0,500.0
2025-05-30,Indiranagar,Chandrakala,₹819.00,1.0,400.0
2025-10-08,Indiranagar,Dry Fruit Mixture,₹933.00,2.0,600.0
2025-02-17,Indiranagar,Dry Fruit Mixture,₹933.00,4.0,600.0
2025-08-14,Malleswaram,Chandrakala,₹819.00,2.0,400.0
2025-07-10,Indiranagar,Chandrakala,₹819.00,13.0,400.0
2025-12-28,Jayanagar,Special Mysore Paak,₹870.00,15.0,500.0
2025-09-19,Malleswaram,Motichoor Laddu,₹876.00,7.0,450.0
2025-03-05,Malleswaram,Special Mysore Paak,₹870.00,9.0,500.0
2025-11-14,Jayanagar,Chandrakala,₹819.00,15.0,400.0
2025-10-11,Indiranagar,Kaju Katli,"₹1,276.00",11.0,800.0
2025-02-17,Indiranagar,Dry Fruit Mixture,₹933.00,10.0,600.0
2025-02-01,Jayanagar,Motichoor Laddu,₹876.00,13.0,450.0
2025-04-13,Indiranagar,Chandrakala,₹819.00,15.0,400.0
2025-05-05,Indiranagar,Dry Fruit Mixture,₹933.00,8.0,600.0
2025-03-03,Malleswaram,Chandrakala,₹819.00,4.0,400.0
2025-11-12,Indiranagar,Kaju Katli,"₹1,276.00",8.0,800.0
2025-07-06,Malleswaram,Special Mysore Paak,₹870.00,7.0,500.0
2025-09-06,Malleswaram,Special Mysore Paak,₹870.00,1.0,500.0
2025-02-03,Malleswaram,Dry Fruit Mixture,₹933.00,8.0,600.0
2025-02-02,Indiranagar,Chandrakala,₹819.00,4.0,400.0
2025-09-25,Jayanagar,Special Mysore Paak,₹870.00,11.0,500.0
2025-09-01,Malleswaram,Chandrakala,₹819.00,5.0,400.0
2025-03-11,Jayanagar,Dry Fruit Mixture,₹933.00,3.0,600.0
2025-11-26,Jayanagar,Kaju Katli,"₹1,276.00",11.0,800.0
2025-04-12,Malleswaram,Special Mysore Paak,₹870.00,2.0,500.0
2025-01-28,Indiranagar,Kaju Katli,"₹1,276.00",7.0,800.0
2025-12-24,Indiranagar,Special Mysore Paak,₹870.00,7.0,500.0
2025-07-31,Indiranagar,Motichoor Laddu,₹876.00,9.0,450.0
2025-06-06,Jayanagar,Motichoor Laddu,₹876.00,11.0,450.0
2025-08-26,Jayanagar,Special Mysore Paak,₹870.00,10.0,500.0
2025-01-02,Malleswaram,Chandrakala,₹819.00,5.0,400.0
2025-08-24,Jayanagar,Chandrakala,₹819.00,12.0,400.0
2025-11-28,Indiranagar,Special Mysore Paak,₹870.00,4.0,500.0
2025-01-16,Malleswaram,Motichoor Laddu,₹876.00,3.0,450.0
2025-01-20,Indiranagar,Special Mysore Paak,₹870.00,11.0,500.0
2025-07-23,Indiranagar,Kaju Katli,"₹1,276.00",2.0,800.0
2025-06-30,Indiranagar,Chandrakala,₹819.00,13.0,400.0
2025-05-29,Indiranagar,Kaju Katli,"₹1,276.00",,800.0
2025-11-05,Indiranagar,Chandrakala,₹819.00,15.0,400.0
2025-05-30,Indiranagar,Chandrakala,₹819.00,7.0,400.0
2025-04-01,Malleswaram,Chandrakala,₹819.00,6.0,400.0
2025-01-14,Jayanagar,Special Mysore Paak,₹870.00,1.0,500.0
2025-03-15,,Motichoor Laddu,₹876.00,9.0,450.0
2025-10-17,Indiranagar,Chandrakala,₹819.00,15.0,400.0
2025-03-08,Jayanagar,Special Mysore Paak,₹870.00,,500.0
2025-09-10,Indiranagar,Dry Fruit Mixture,₹933.00,9.0,600.0
2025-06-28,Malleswaram,Dry Fruit Mixture,₹933.00,7.0,600.0
2025-12-05,Indiranagar,Dry Fruit Mixture,₹933.00,8.0,600.0
2025-12-26,Jayanagar,Motichoor Laddu,₹876.00,5.0,450.0
2025-08-19,Indiranagar,Kaju Katli,"₹1,276.00",5.0,800.0
2025-06-22,Indiranagar,Special Mysore Paak,₹870.00,7.0,500.0
2025-04-18,Indiranagar,Dry Fruit Mixture,₹933.00,7.0,600.0
2025-08-16,Jayanagar,Special Mysore Paak,₹870.00,6.0,500.0
2025-03-06,Malleswaram,Special Mysore Paak,₹870.00,3.0,500.0
2025-04-29,Malleswaram,Dry Fruit Mixture,₹933.00,6.0,600.0
2025-07-02,Indiranagar,Motichoor Laddu,₹876.00,10.0,450.0
2025-12-22,Indiranagar,Special Mysore Paak,₹870.00,11.0,500.0
2025-10-02,Malleswaram,Chandrakala,₹819.00,2.0,400.0
2025-08-09,Malleswaram,Dry Fruit Mixture,₹933.00,2.0,600.0
2025-06-08,Jayanagar,Dry Fruit Mixture,₹933.00,11.0,600.0
2025-06-10,Malleswaram,Kaju Katli,"₹1,276.00",1.0,800.0
2025-07-04,Indiranagar,Motichoor Laddu,₹876.00,9.0,450.0
2025-07-31,Malleswaram,Special Mysore Paak,₹870.00,2.0,500.0
2025-05-05,Malleswaram,Dry Fruit Mixture,₹933.00,3.0,600.0
2025-05-14,Malleswaram,Kaju Katli,"₹1,276.00",,800.0
2025-03-26,Jayanagar,Kaju Katli,"₹1,276.00",9.0,800.0
2025-06-22,Indiranagar,Dry Fruit Mixture,₹933.00,11.0,600.0
2025-06-08,Malleswaram,Special Mysore Paak,₹870.00,13.0,500.0
2025-10-11,Indiranagar,Motichoor Laddu,₹876.00,15.0,450.0
2025-05-12,Indiranagar,Chandrakala,₹819.00,7.0,400.0
2025-05-02,Jayanagar,Kaju Katli,"₹1,276.00",11.0,800.0
2025-05-07,Jayanagar,Dry Fruit Mixture,₹933.00,3.0,600.0
2025-07-15,Indiranagar,Dry Fruit Mixture,₹933.00,12.0,600.0
2025-08-29,,Motichoor Laddu,₹876.00,1.0,450.0
2025-08-14,Indiranagar,Dry Fruit Mixture,₹933.00,5.0,600.0
2025-08-07,Indiranagar,Motichoor Laddu,₹876.00,3.0,450.0
2025-09-12,Jayanagar,Motichoor Laddu,₹876.00,7.0,450.0
2025-11-15,Jayanagar,Motichoor Laddu,₹876.00,,450.0
2025-07-02,Malleswaram,Kaju Katli,"₹1,276.00",6.0,800.0
2025-11-18,Indiranagar,Chandrakala,₹819.00,3.0,400.0
2025-05-14,Indiranagar,Dry Fruit Mixture,₹933.00,,600.0
2025-07-02,Malleswaram,Chandrakala,₹819.00,6.0,400.0
2025-10-30,Jayanagar,Chandrakala,₹819.00,3.0,400.0
2025-09-28,Indiranagar,Dry Fruit Mixture,₹933.00,15.0,600.0
2025-12-29,Jayanagar,Motichoor Laddu,₹876.00,8.0,450.0
2025-11-18,Malleswaram,Chandrakala,₹819.00,2.0,400.0
2025-09-11,Jayanagar,Kaju Katli,"₹1,276.00",12.0,800.0
2025-07-03,Indiranagar,Special Mysore Paak,₹870.00,11.0,500.0
2025-02-04,Malleswaram,Chandrakala,₹819.00,14.0,400.0
2025-06-04,Malleswaram,Special Mysore Paak,₹870.00,3.0,500.0
2025-11-11,Indiranagar,Kaju Katli,"₹1,276.00",15.0,800.0
2025-03-11,Jayanagar,Special Mysore Paak,₹870.00,15.0,500.0
2025-11-23,Jayanagar,Dry Fruit Mixture,₹933.00,2.0,600.0
2025-06-18,Malleswaram,Chandrakala,₹819.00,9.0,400.0
2025-11-24,Indiranagar,Chandrakala,₹819.00,7.0,400.0
2025-10-06,Jayanagar,Dry Fruit Mixture,₹933.00,2.0,600.0
2025-09-04,Indiranagar,Motichoor Laddu,₹876.00,10.0,450.0
2025-03-18,Malleswaram,Special Mysore Paak,₹870.00,15.0,500.0
2025-08-11,Indiranagar,Kaju Katli,"₹1,276.00",,800.0
2025-03-09,Indiranagar,Motichoor Laddu,₹876.00,2.0,450.0
2025-01-27,Malleswaram,Chandrakala,₹819.00,13.0,400.0
2025-05-29,Indiranagar,Kaju Katli,"₹1,276.00",7.0,800.0
2025-10-12,Malleswaram,Dry Fruit Mixture,₹933.00,4.0,600.0
2025-08-07,Malleswaram,Chandrakala,₹819.00,14.0,400.0
2025-01-04,Indiranagar,Motichoor Laddu,₹876.00,12.0,450.0
2025-05-24,Malleswaram,Special Mysore Paak,₹870.00,3.0,500.0
2025-09-26,Indiranagar,Chandrakala,₹819.00,11.0,400.0
2025-10-06,Malleswaram,Chandrakala,₹819.00,9.0,400.0
2025-10-31,Indiranagar,Motichoor Laddu,₹876.00,15.0,450.0
2025-10-23,Indiranagar,Kaju Katli,"₹1,276.00",,800.0
2025-01-16,Indiranagar,Special Mysore Paak,₹870.00,12.0,500.0
2025-08-26,Malleswaram,Motichoor Laddu,₹876.00,15.0,450.0
2025-06-13,Indiranagar,Dry Fruit Mixture,₹933.00,13.0,600.0
2025-01-27,Malleswaram,Chandrakala,₹819.00,4.0,400.0
2025-11-07,Indiranagar,Kaju Katli,"₹1,276.00",4.0,800.0
2025-02-24,Indiranagar,Motichoor Laddu,₹876.00,7.0,450.0
2025-04-13,Jayanagar,Kaju Katli,"₹1,276.00",3.0,800.0
2025-02-13,Indiranagar,Kaju Katli,"₹1,276.00",12.0,800.0
2025-04-04,Indiranagar,Dry Fruit Mixture,₹933.00,12.0,600.0
2025-12-17,Malleswaram,Dry Fruit Mixture,₹933.00,9.0,600.0
2025-01-14,Malleswaram,Kaju Katli,"₹1,276.00",11.0,800.0
2025-10-30,Malleswaram,Motichoor Laddu,₹876.00,14.0,450.0
2025-06-26,Indiranagar,Kaju Katli,"₹1,276.00",14.0,800.0
2025-07-18,Malleswaram,Chandrakala,₹819.00,14.0,400.0
2025-01-10,Malleswaram,Dry Fruit Mixture,₹933.00,15.0,600.0
2025-06-30,Malleswaram,Motichoor Laddu,₹876.00,13.0,450.0
2025-08-15,Indiranagar,Dry Fruit Mixture,₹933.00,12.0,600.0
2025-12-02,Malleswaram,Chandrakala,₹819.00,15.0,400.0
2025-12-29,Indiranagar,Chandrakala,₹819.00,6.0,400.0
2025-06-22,Malleswaram,Kaju Katli,"₹1,276.00",14.0,800.0
2025-07-24,Malleswaram,Dry Fruit Mixture,₹933.00,14.0,600.0
2025-12-05,Malleswaram,Dry Fruit Mixture,₹933.00,7.0,600.0
2025-04-24,Indiranagar,Motichoor Laddu,₹876.00,6.0,450.0
2025-04-14,Indiranagar,Kaju Katli,"₹1,276.00",3.0,800.0
2025-12-20,Malleswaram,Kaju Katli,"₹1,276.00",8.0,800.0
2025-10-20,Indiranagar,Motichoor Laddu,₹876.00,4.0,450.0
2025-11-06,Malleswaram,Kaju Katli,"₹1,276.00",2.0,800.0
2025-09-08,Malleswaram,Chandrakala,₹819.00,12.0,400.0
2025-08-04,Malleswaram,Chandrakala,₹819.00,,400.0
2025-04-16,Indiranagar,Chandrakala,₹819.00,3.0,400.0
2025-08-16,Indiranagar,Chandrakala,₹819.00,3.0,400.0
2025-10-22,Malleswaram,Motichoor Laddu,₹876.00,7.0,450.0
2025-09-17,Jayanagar,Dry Fruit Mixture,₹933.00,6.0,600.0
2025-08-26,Indiranagar,Motichoor Laddu,₹876.00,,450.0
2025-03-29,Malleswaram,Dry Fruit Mixture,₹933.00,9.0,600.0
2025-08-10,Jayanagar,Motichoor Laddu,₹876.00,10.0,450.0
2025-02-22,Jayanagar,Special Mysore Paak,₹870.00,9.0,500.0
2025-12-20,Jayanagar,Kaju Katli,"₹1,276.00",5.0,800.0
2025-07-15,Indiranagar,Kaju Katli,"₹1,276.00",15.0,800.0
2025-08-10,Indiranagar,Motichoor Laddu,₹876.00,10.0,450.0
2025-12-15,Indiranagar,Special Mysore Paak,₹870.00,3.0,500.0
2025-03-22,Malleswaram,Dry Fruit Mixture,₹933.00,11.0,600.0
2025-05-28,Jayanagar,Chandrakala,₹819.00,6.0,400.0
2025-06-08,Jayanagar,Motichoor Laddu,₹876.00,,450.0
2025-09-23,Malleswaram,Special Mysore Paak,₹870.00,11.0,500.0
2025-11-28,Malleswaram,Chandrakala,₹819.00,14.0,400.0
2025-07-13,Malleswaram,Motichoor Laddu,₹876.00,7.0,450.0
2025-09-23,Malleswaram,Dry Fruit Mixture,₹933.00,8.0,600.0
2025-09-15,Jayanagar,Dry Fruit Mixture,₹933.00,12.0,600.0
2025-01-20,Indiranagar,Motichoor Laddu,₹876.00,2.0,450.0
2025-03-30,Indiranagar,Motichoor Laddu,₹876.00,12.0,450.0
2025-10-25,Malleswaram,Special Mysore Paak,₹870.00,1.0,500.0
2025-09-30,Indiranagar,Special Mysore Paak,₹870.00,9.0,500.0
2025-09-11,Indiranagar,Kaju Katli,"₹1,276.00",2.0,800.0
2025-11-02,,Dry Fruit Mixture,₹933.00,4.0,600.0
2025-04-02,Malleswaram,Dry Fruit Mixture,₹933.00,5.0,600.0
2025-09-26,Jayanagar,Dry Fruit Mixture,₹933.00,5.0,600.0
2025-03-02,,Motichoor Laddu,₹876.00,4.0,450.0
2025-07-12,Indiranagar,Motichoor Laddu,₹876.00,7.0,450.0
2025-09-07,Malleswaram,Kaju Katli,"₹1,276.00",2.0,800.0
2025-12-22,Jayanagar,Kaju Katli,"₹1,276.00",13.0,800.0
2025-09-05,Indiranagar,Special Mysore Paak,₹870.00,2.0,500.0
2025-08-21,Jayanagar,Kaju Katli,"₹1,276.00",13.0,800.0
2025-03-27,Indiranagar,Motichoor Laddu,₹876.00,6.0,450.0
2025-11-17,Jayanagar,Kaju Katli,"₹1,276.00",11.0,800.0
2025-01-15,Jayanagar,Special Mysore Paak,₹870.00,,500.0
2025-11-10,Jayanagar,Chandrakala,₹819.00,4.0,400.0
2025-09-15,Jayanagar,Kaju Katli,"₹1,276.00",12.0,800.0
2025-07-03,Malleswaram,Special Mysore Paak,₹870.00,,500.0
2025-10-19,Malleswaram,Chandrakala,₹819.00,3.0,400.0
2025-05-30,Jayanagar,Chandrakala,₹819.00,4.0,400.0
2025-07-01,Malleswaram,Dry Fruit Mixture,₹933.00,15.0,600.0
2025-08-14,Jayanagar,Kaju Katli,"₹1,276.00",13.0,800.0
2025-12-26,Indiranagar,Motichoor Laddu,₹876.00,14.0,450.0
2025-05-24,Indiranagar,Chandrakala,₹819.00,12.0,400.0
2025-01-21,Malleswaram,Chandrakala,₹819.00,11.0,400.0
2025-07-31,Jayanagar,Kaju Katli,"₹1,276.00",7.0,800.0
2025-10-08,Indiranagar,Dry Fruit Mixture,₹933.00,9.0,600.0
2025-07-13,Jayanagar,Dry Fruit Mixture,₹933.00,8.0,600.0
2025-05-12,Malleswaram,Chandrakala,₹819.00,13.0,400.0
2025-04-02,Jayanagar,Special Mysore Paak,₹870.00,5.0,500.0
2025-08-21,Jayanagar,Special Mysore Paak,₹870.00,4.0,500.0
2025-10-10,Jayanagar,Dry Fruit Mixture,₹933.00,7.0,600.0
2025-01-16,Malleswaram,Special Mysore Paak,₹870.00,6.0,500.0
2025-08-28,Indiranagar,Motichoor Laddu,₹876.00,15.0,450.0
2025-09-01,Indiranagar,Kaju Katli,"₹1,276.00",1.0,800.0
2025-09-29,Jayanagar,Motichoor Laddu,₹876.00,7.0,450.0
2025-10-11,Indiranagar,Dry Fruit Mixture,₹933.00,1.0,600.0
2025-02-24,Indiranagar,Kaju Katli,"₹1,276.00",7.0,800.0
2025-11-24,Malleswaram,Special Mysore Paak,₹870.00,11.0,500.0
2025-05-27,Indiranagar,Kaju Katli,"₹1,276.00",,800.0
2025-01-03,Indiranagar,Dry Fruit Mixture,₹933.00,12.0,600.0
2025-09-07,Malleswaram,Special Mysore Paak,₹870.00,10.0,500.0
2025-08-27,Malleswaram,Special Mysore Paak,₹870.00,8.0,500.0
2025-08-24,Indiranagar,Motichoor Laddu,₹876.00,9.0,450.0
2025-09-25,Indiranagar,Kaju Katli,"₹1,276.00",10.0,800.0
2025-07-10,Jayanagar,Motichoor Laddu,₹876.00,10.0,450.0
2025-02-13,Jayanagar,Chandrakala,₹819.00,7.0,400.0
2025-12-20,Malleswaram,Chandrakala,₹819.00,2.0,400.0
2025-09-01,Jayanagar,Chandrakala,₹819.00,15.0,400.0
2025-07-29,Jayanagar,Kaju Katli,"₹1,276.00",11.0,800.0
2025-05-21,Malleswaram,Kaju Katli,"₹1,276.00",15.0,800.0
2025-08-01,Indiranagar,Motichoor Laddu,₹876.00,9.0,450.0
2025-07-23,Jayanagar,Special Mysore Paak,₹870.00,,500.0
2025-09-02,Malleswaram,Special Mysore Paak,₹870.00,11.0,500.0
2025-10-30,Jayanagar,Dry Fruit Mixture,₹933.00,13.0,600.0
2025-04-23,Malleswaram,Kaju Katli,"₹1,276.00",7.0,800.0
2025-11-23,Jayanagar,Special Mysore Paak,₹870.00,7.0,500.0
2025-03-27,,Kaju Katli,"₹1,276.00",9.0,800.0
2025-03-23,Jayanagar,Chandrakala,₹819.00,10.0,400.0
2025-01-02,Indiranagar,Motichoor Laddu,₹876.00,14.0,450.0
2025-02-20,Malleswaram,Dry Fruit Mixture,₹933.00,4.0,600.0
2025-08-09,Jayanagar,Kaju Katli,"₹1,276.00",15.0,800.0
2025-08-16,Malleswaram,Chandrakala,₹819.00,12.0,400.0
2025-04-12,Indiranagar,Dry Fruit Mixture,₹933.00,11.0,600.0
2025-07-12,Malleswaram,Chandrakala,₹819.00,3.0,400.0
2025-01-20,Jayanagar,Dry Fruit Mixture,₹933.00,3.0,600.0
2025-03-25,Jayanagar,Kaju Katli,"₹1,276.00",6.0,800.0
2025-12-24,Malleswaram,Motichoor Laddu,₹876.00,11.0,450.0
2025-12-25,Indiranagar,Kaju Katli,"₹1,276.00",7.0,800.0
2025-06-10,Indiranagar,Chandrakala,₹819.00,10.0,400.0
2025-10-23,Malleswaram,Chandrakala,₹819.00,9.0,400.0
2025-06-20,Jayanagar,Chandrakala,₹819.00,2.0,400.0
2025-04-30,Indiranagar,Special Mysore Paak,₹870.00,12.0,500.0
2025-10-06,Jayanagar,Kaju Katli,"₹1,276.00",1.0,800.0
2025-05-23,Malleswaram,Special Mysore Paak,₹870.00,4.0,500.0
2025-12-19,Jayanagar,Special Mysore Paak,₹870.00,6.0,500.0
2025-01-10,Malleswaram,Dry Fruit Mixture,₹933.00,15.0,600.0
2025-09-28,Indiranagar,Motichoor Laddu,₹876.00,7.0,450.0
2025-07-12,Jayanagar,Special Mysore Paak,₹870.00,15.0,500.0
2025-10-06,,Special Mysore Paak,₹870.00,5.0,500.0
2025-05-14,Jayanagar,Motichoor Laddu,₹876.00,5.0,450.0
2025-11-17,Jayanagar,Chandrakala,₹819.00,14.0,400.0
2025-08-16,Malleswaram,Dry Fruit Mixture,₹933.00,12.0,600.0
2025-01-12,Indiranagar,Motichoor Laddu,₹876.00,7.0,450.0
2025-09-20,Jayanagar,Chandrakala,₹819.00,9.0,400.0
2025-02-19,Malleswaram,Dry Fruit Mixture,₹933.00,10.0,600.0
2025-06-07,Indiranagar,Chandrakala,₹819.00,15.0,400.0
2025-10-31,Malleswaram,Dry Fruit Mixture,₹933.00,6.0,600.0
2025-04-18,Indiranagar,Dry Fruit Mixture,₹933.00,14.0,600.0
2025-02-19,Jayanagar,Motichoor Laddu,₹876.00,8.0,450.0
2025-11-12,Jayanagar,Kaju Katli,"₹1,276.00",14.0,800.0
2025-03-29,Indiranagar,Kaju Katli,"₹1,276.00",10.0,800.0
2025-08-20,Jayanagar,Kaju Katli,"₹1,276.00",8.0,800.0
2025-05-08,Malleswaram,Dry Fruit Mixture,₹933.00,2.0,600.0
2025-03-31,Jayanagar,Chandrakala,₹819.00,11.0,400.0
2025-09-18,Jayanagar,Kaju Katli,"₹1,276.00",9.0,800.0
2025-06-12,Jayanagar,Kaju Katli,"₹1,276.00",3.0,800.0
2025-04-12,Jayanagar,Chandrakala,₹819.00,6.0,400.0
2025-03-30,Jayanagar,Dry Fruit Mixture,₹933.00,14.0,600.0
2025-12-30,Jayanagar,Dry Fruit Mixture,₹933.00,11.0,600.0
2025-04-30,,Kaju Katli,"₹1,276.00",8.0,800.0
2025-05-02,Indiranagar,Chandrakala,₹819.00,9.0,400.0
2025-09-07,Jayanagar,Chandrakala,₹819.00,5.0,400.0
2025-09-11,Indiranagar,Special Mysore Paak,₹870.00,8.0,500.0
2025-08-31,Jayanagar,Motichoor Laddu,₹876.00,4.0,450.0
2025-01-31,Malleswaram,Kaju Katli,"₹1,276.00",9.0,800.0
2025-03-23,Malleswaram,Dry Fruit Mixture,₹933.00,14.0,600.0
2025-11-18,Indiranagar,Kaju Katli,"₹1,276.00",8.0,800.0
2025-12-17,Indiranagar,Dry Fruit Mixture,₹933.00,9.0,600.0
2025-06-11,Jayanagar,Chandrakala,₹819.00,12.0,400.0
2025-03-15,Malleswaram,Special Mysore Paak,₹870.00,,500.0
2025-08-08,Indiranagar,Dry Fruit Mixture,₹933.00,,600.0
2025-03-04,Jayanagar,Special Mysore Paak,₹870.00,1.0,500.0
